id,name,deadline_time,average_entry_score,finished,data_checked,highest_scoring_entry,deadline_time_epoch,deadline_time_game_offset,highest_score,is_previous,is_current,is_next,cup_leagues_created,h2h_ko_matches_created,chip_plays,most_selected,most_transferred_in,top_element,top_element_info,transfers_made,most_captained,most_vice_captained,season_start_year,chip_name,num_played,top_element_info.id,top_element_info.points
8,Gameweek 8,2021-10-16T10:00:00Z,49,True,True,8392863,1634378400,0,122,False,False,False,False,False,,233,256,228,,12142633,233,579,21,bboost,54764.0,228.0,20.0
8,Gameweek 8,2021-10-16T10:00:00Z,49,True,True,8392863,1634378400,0,122,False,False,False,False,False,,233,256,228,,12142633,233,579,21,freehit,74544.0,228.0,20.0
8,Gameweek 8,2021-10-16T10:00:00Z,49,True,True,8392863,1634378400,0,122,False,False,False,False,False,,233,256,228,,12142633,233,579,21,wildcard,274188.0,228.0,20.0
8,Gameweek 8,2021-10-16T10:00:00Z,49,True,True,8392863,1634378400,0,122,False,False,False,False,False,,233,256,228,,12142633,233,579,21,3xc,102108.0,228.0,20.0
9,Gameweek 9,2021-10-22T17:30:00Z,64,True,True,8103512,1634923800,0,165,False,False,False,False,False,,233,205,138,,11147906,233,233,21,bboost,46614.0,138.0,24.0
9,Gameweek 9,2021-10-22T17:30:00Z,64,True,True,8103512,1634923800,0,165,False,False,False,False,False,,233,205,138,,11147906,233,233,21,freehit,85712.0,138.0,24.0
9,Gameweek 9,2021-10-22T17:30:00Z,64,True,True,8103512,1634923800,0,165,False,False,False,False,False,,233,205,138,,11147906,233,233,21,wildcard,167651.0,138.0,24.0
9,Gameweek 9,2021-10-22T17:30:00Z,64,True,True,8103512,1634923800,0,165,False,False,False,False,False,,233,205,138,,11147906,233,233,21,3xc,49975.0,138.0,24.0
10,Gameweek 10,2021-10-30T10:00:00Z,42,True,True,8257657,1635588000,0,116,False,False,False,False,False,,233,138,142,,12690241,233,205,21,bboost,50931.0,142.0,21.0
10,Gameweek 10,2021-10-30T10:00:00Z,42,True,True,8257657,1635588000,0,116,False,False,False,False,False,,233,138,142,,12690241,233,205,21,freehit,96697.0,142.0,21.0
10,Gameweek 10,2021-10-30T10:00:00Z,42,True,True,8257657,1635588000,0,116,False,False,False,False,False,,233,138,142,,12690241,233,205,21,wildcard,189850.0,142.0,21.0
10,Gameweek 10,2021-10-30T10:00:00Z,42,True,True,8257657,1635588000,0,116,False,False,False,False,False,,233,138,142,,12690241,233,205,21,3xc,156449.0,142.0,21.0
11,Gameweek 11,2021-11-05T18:30:00Z,42,True,True,282096,1636137000,0,116,False,False,False,False,False,,233,142,256,,9011081,233,579,21,bboost,68950.0,256.0,14.0
11,Gameweek 11,2021-11-05T18:30:00Z,42,True,True,282096,1636137000,0,116,False,False,False,False,False,,233,142,256,,9011081,233,579,21,freehit,58097.0,256.0,14.0
11,Gameweek 11,2021-11-05T18:30:00Z,42,True,True,282096,1636137000,0,116,False,False,False,False,False,,233,142,256,,9011081,233,579,21,wildcard,96628.0,256.0,14.0
11,Gameweek 11,2021-11-05T18:30:00Z,42,True,True,282096,1636137000,0,116,False,False,False,False,False,,233,142,256,,9011081,233,579,21,3xc,46698.0,256.0,14.0
12,Gameweek 12,2021-11-20T11:00:00Z,57,True,True,8483204,1637406000,0,135,False,False,False,False,False,,233,144,38,,9746013,233,233,21,bboost,54467.0,38.0,15.0
12,Gameweek 12,2021-11-20T11:00:00Z,57,True,True,8483204,1637406000,0,135,False,False,False,False,False,,233,144,38,,9746013,233,233,21,freehit,53008.0,38.0,15.0
12,Gameweek 12,2021-11-20T11:00:00Z,57,True,True,8483204,1637406000,0,135,False,False,False,False,False,,233,144,38,,9746013,233,233,21,wildcard,118724.0,38.0,15.0
12,Gameweek 12,2021-11-20T11:00:00Z,57,True,True,8483204,1637406000,0,135,False,False,False,False,False,,233,144,38,,9746013,233,233,21,3xc,60239.0,38.0,15.0
13,Gameweek 13,2021-11-27T11:00:00Z,44,True,True,5696552,1638010800,0,132,False,False,False,False,False,,233,142,212,,9284925,233,579,21,bboost,56266.0,212.0,16.0
13,Gameweek 13,2021-11-27T11:00:00Z,44,True,True,5696552,1638010800,0,132,False,False,False,False,False,,233,142,212,,9284925,233,579,21,freehit,50861.0,212.0,16.0
13,Gameweek 13,2021-11-27T11:00:00Z,44,True,True,5696552,1638010800,0,132,False,False,False,False,False,,233,142,212,,9284925,233,579,21,wildcard,90601.0,212.0,16.0
13,Gameweek 13,2021-11-27T11:00:00Z,44,True,True,5696552,1638010800,0,132,False,False,False,False,False,,233,142,212,,9284925,233,579,21,3xc,98808.0,212.0,16.0
14,Gameweek 14,2021-11-30T18:00:00Z,58,True,True,2433836,1638295200,0,126,False,False,False,False,False,,233,240,233,,6239197,233,233,21,bboost,30119.0,233.0,15.0
14,Gameweek 14,2021-11-30T18:00:00Z,58,True,True,2433836,1638295200,0,126,False,False,False,False,False,,233,240,233,,6239197,233,233,21,freehit,30092.0,233.0,15.0
14,Gameweek 14,2021-11-30T18:00:00Z,58,True,True,2433836,1638295200,0,126,False,False,False,False,False,,233,240,233,,6239197,233,233,21,wildcard,48051.0,233.0,15.0
14,Gameweek 14,2021-11-30T18:00:00Z,58,True,True,2433836,1638295200,0,126,False,False,False,False,False,,233,240,233,,6239197,233,233,21,3xc,41810.0,233.0,15.0
15,Gameweek 15,2021-12-04T11:00:00Z,43,True,True,1224173,1638615600,0,114,False,False,False,False,False,,233,450,45,,7556146,233,579,21,bboost,42048.0,45.0,17.0
15,Gameweek 15,2021-12-04T11:00:00Z,43,True,True,1224173,1638615600,0,114,False,False,False,False,False,,233,450,45,,7556146,233,579,21,freehit,34252.0,45.0,17.0
15,Gameweek 15,2021-12-04T11:00:00Z,43,True,True,1224173,1638615600,0,114,False,False,False,False,False,,233,450,45,,7556146,233,579,21,wildcard,55027.0,45.0,17.0
15,Gameweek 15,2021-12-04T11:00:00Z,43,True,True,1224173,1638615600,0,114,False,False,False,False,False,,233,450,45,,7556146,233,579,21,3xc,56527.0,45.0,17.0
16,Gameweek 16,2021-12-10T18:30:00Z,55,True,True,6881091,1639161000,0,128,False,False,False,True,True,,233,261,210,,10664848,233,579,21,bboost,31385.0,210.0,16.0
16,Gameweek 16,2021-12-10T18:30:00Z,55,True,True,6881091,1639161000,0,128,False,False,False,True,True,,233,261,210,,10664848,233,579,21,freehit,114979.0,210.0,16.0
16,Gameweek 16,2021-12-10T18:30:00Z,55,True,True,6881091,1639161000,0,128,False,False,False,True,True,,233,261,210,,10664848,233,579,21,wildcard,113709.0,210.0,16.0
16,Gameweek 16,2021-12-10T18:30:00Z,55,True,True,6881091,1639161000,0,128,False,False,False,True,True,,233,261,210,,10664848,233,579,21,3xc,67059.0,210.0,16.0
17,Gameweek 17,2021-12-14T18:15:00Z,45,True,True,8741274,1639505700,0,127,False,False,False,True,True,,233,450,251,,8595948,233,261,21,bboost,27449.0,251.0,16.0
17,Gameweek 17,2021-12-14T18:15:00Z,45,True,True,8741274,1639505700,0,127,False,False,False,True,True,,233,450,251,,8595948,233,261,21,freehit,95245.0,251.0,16.0
17,Gameweek 17,2021-12-14T18:15:00Z,45,True,True,8741274,1639505700,0,127,False,False,False,True,True,,233,450,251,,8595948,233,261,21,wildcard,70462.0,251.0,16.0
17,Gameweek 17,2021-12-14T18:15:00Z,45,True,True,8741274,1639505700,0,127,False,False,False,True,True,,233,450,251,,8595948,233,261,21,3xc,164689.0,251.0,16.0
18,Gameweek 18,2021-12-18T16:00:00Z,39,True,True,1848785,1639843200,0,121,False,False,False,True,True,,233,40,256,,12347450,233,233,21,bboost,11265.0,256.0,18.0
18,Gameweek 18,2021-12-18T16:00:00Z,39,True,True,1848785,1639843200,0,121,False,False,False,True,True,,233,40,256,,12347450,233,233,21,freehit,387457.0,256.0,18.0
18,Gameweek 18,2021-12-18T16:00:00Z,39,True,True,1848785,1639843200,0,121,False,False,False,True,True,,233,40,256,,12347450,233,233,21,wildcard,75472.0,256.0,18.0
18,Gameweek 18,2021-12-18T16:00:00Z,39,True,True,1848785,1639843200,0,121,False,False,False,True,True,,233,40,256,,12347450,233,233,21,3xc,22698.0,256.0,18.0
19,Gameweek 19,2021-12-26T13:30:00Z,36,True,True,345569,1640525400,0,119,False,False,False,True,True,,233,26,362,,15207961,233,579,21,bboost,23155.0,362.0,17.0
19,Gameweek 19,2021-12-26T13:30:00Z,36,True,True,345569,1640525400,0,119,False,False,False,True,True,,233,26,362,,15207961,233,579,21,freehit,704625.0,362.0,17.0
19,Gameweek 19,2021-12-26T13:30:00Z,36,True,True,345569,1640525400,0,119,False,False,False,True,True,,233,26,362,,15207961,233,579,21,wildcard,89658.0,362.0,17.0
19,Gameweek 19,2021-12-26T13:30:00Z,36,True,True,345569,1640525400,0,119,False,False,False,True,True,,233,26,362,,15207961,233,579,21,3xc,45125.0,362.0,17.0
20,Gameweek 20,2021-12-28T13:30:00Z,37,True,True,4157378,1640698200,0,105,False,False,False,True,True,,233,413,200,,8682576,233,579,21,bboost,8301.0,200.0,15.0
20,Gameweek 20,2021-12-28T13:30:00Z,37,True,True,4157378,1640698200,0,105,False,False,False,True,True,,233,413,200,,8682576,233,579,21,freehit,347024.0,200.0,15.0
20,Gameweek 20,2021-12-28T13:30:00Z,37,True,True,4157378,1640698200,0,105,False,False,False,True,True,,233,413,200,,8682576,233,579,21,wildcard,72928.0,200.0,15.0
20,Gameweek 20,2021-12-28T13:30:00Z,37,True,True,4157378,1640698200,0,105,False,False,False,True,True,,233,413,200,,8682576,233,579,21,3xc,19132.0,200.0,15.0
21,Gameweek 21,2022-01-01T11:00:00Z,46,True,True,542969,1641034800,0,129,False,False,False,True,True,,233,420,420,,13412732,233,233,21,bboost,29973.0,420.0,21.0
21,Gameweek 21,2022-01-01T11:00:00Z,46,True,True,542969,1641034800,0,129,False,False,False,True,True,,233,420,420,,13412732,233,233,21,freehit,330165.0,420.0,21.0
21,Gameweek 21,2022-01-01T11:00:00Z,46,True,True,542969,1641034800,0,129,False,False,False,True,True,,233,420,420,,13412732,233,233,21,wildcard,299381.0,420.0,21.0
21,Gameweek 21,2022-01-01T11:00:00Z,46,True,True,542969,1641034800,0,129,False,False,False,True,True,,233,420,420,,13412732,233,233,21,3xc,48107.0,420.0,21.0
22,Gameweek 22,2022-01-14T18:30:00Z,51,True,True,3532161,1642185000,0,145,False,False,False,True,True,,237,240,277,,23424094,233,579,21,bboost,57393.0,277.0,23.0
22,Gameweek 22,2022-01-14T18:30:00Z,51,True,True,3532161,1642185000,0,145,False,False,False,True,True,,237,240,277,,23424094,233,579,21,freehit,677118.0,277.0,23.0
22,Gameweek 22,2022-01-14T18:30:00Z,51,True,True,3532161,1642185000,0,145,False,False,False,True,True,,237,240,277,,23424094,233,579,21,wildcard,585135.0,277.0,23.0
22,Gameweek 22,2022-01-14T18:30:00Z,51,True,True,3532161,1642185000,0,145,False,False,False,True,True,,237,240,277,,23424094,233,579,21,3xc,56338.0,277.0,23.0
23,Gameweek 23,2022-01-21T18:30:00Z,35,True,True,7969316,1642789800,0,107,False,False,False,True,True,,237,681,112,,12666677,233,579,21,bboost,56752.0,112.0,19.0
23,Gameweek 23,2022-01-21T18:30:00Z,35,True,True,7969316,1642789800,0,107,False,False,False,True,True,,237,681,112,,12666677,233,579,21,freehit,78202.0,112.0,19.0
23,Gameweek 23,2022-01-21T18:30:00Z,35,True,True,7969316,1642789800,0,107,False,False,False,True,True,,237,681,112,,12666677,233,579,21,wildcard,259651.0,112.0,19.0
23,Gameweek 23,2022-01-21T18:30:00Z,35,True,True,7969316,1642789800,0,107,False,False,False,True,True,,237,681,112,,12666677,233,579,21,3xc,36867.0,112.0,19.0
24,Gameweek 24,2022-02-08T18:15:00Z,50,True,True,563811,1644344100,0,136,False,False,False,True,True,,237,586,681,,8710540,233,240,21,bboost,35256.0,681.0,16.0
24,Gameweek 24,2022-02-08T18:15:00Z,50,True,True,563811,1644344100,0,136,False,False,False,True,True,,237,586,681,,8710540,233,240,21,freehit,65881.0,681.0,16.0
24,Gameweek 24,2022-02-08T18:15:00Z,50,True,True,563811,1644344100,0,136,False,False,False,True,True,,237,586,681,,8710540,233,240,21,wildcard,230589.0,681.0,16.0
24,Gameweek 24,2022-02-08T18:15:00Z,50,True,True,563811,1644344100,0,136,False,False,False,True,True,,237,586,681,,8710540,233,240,21,3xc,25846.0,681.0,16.0
25,Gameweek 25,2022-02-12T11:00:00Z,47,True,True,1032188,1644663600,0,125,False,False,False,True,True,,237,681,255,,8374086,233,240,21,bboost,22431.0,255.0,18.0
25,Gameweek 25,2022-02-12T11:00:00Z,47,True,True,1032188,1644663600,0,125,False,False,False,True,True,,237,681,255,,8374086,233,240,21,freehit,90456.0,255.0,18.0
25,Gameweek 25,2022-02-12T11:00:00Z,47,True,True,1032188,1644663600,0,125,False,False,False,True,True,,237,681,255,,8374086,233,240,21,wildcard,218499.0,255.0,18.0
25,Gameweek 25,2022-02-12T11:00:00Z,47,True,True,1032188,1644663600,0,125,False,False,False,True,True,,237,681,255,,8374086,233,240,21,3xc,80474.0,255.0,18.0
26,Gameweek 26,2022-02-19T11:00:00Z,84,True,True,3861456,1645268400,0,212,False,False,False,True,True,,233,233,233,,14147393,233,237,21,bboost,239806.0,233.0,28.0
26,Gameweek 26,2022-02-19T11:00:00Z,84,True,True,3861456,1645268400,0,212,False,False,False,True,True,,233,233,233,,14147393,233,237,21,freehit,345118.0,233.0,28.0
26,Gameweek 26,2022-02-19T11:00:00Z,84,True,True,3861456,1645268400,0,212,False,False,False,True,True,,233,233,233,,14147393,233,237,21,wildcard,263793.0,233.0,28.0
26,Gameweek 26,2022-02-19T11:00:00Z,84,True,True,3861456,1645268400,0,212,False,False,False,True,True,,233,233,233,,14147393,233,237,21,3xc,1138950.0,233.0,28.0
27,Gameweek 27,2022-02-25T18:30:00Z,40,True,True,175965,1645813800,0,107,False,False,False,True,True,,233,700,360,,14541835,233,579,21,bboost,12063.0,360.0,18.0
27,Gameweek 27,2022-02-25T18:30:00Z,40,True,True,175965,1645813800,0,107,False,False,False,True,True,,233,700,360,,14541835,233,579,21,freehit,600180.0,360.0,18.0
27,Gameweek 27,2022-02-25T18:30:00Z,40,True,True,175965,1645813800,0,107,False,False,False,True,True,,233,700,360,,14541835,233,579,21,wildcard,144397.0,360.0,18.0
27,Gameweek 27,2022-02-25T18:30:00Z,40,True,True,175965,1645813800,0,107,False,False,False,True,True,,233,700,360,,14541835,233,579,21,3xc,21861.0,360.0,18.0
28,Gameweek 28,2022-03-05T11:00:00Z,68,True,True,9024690,1646478000,0,214,False,False,False,True,True,,233,127,44,,12705647,233,233,21,bboost,245918.0,44.0,29.0
28,Gameweek 28,2022-03-05T11:00:00Z,68,True,True,9024690,1646478000,0,214,False,False,False,True,True,,233,127,44,,12705647,233,233,21,freehit,199886.0,44.0,29.0
28,Gameweek 28,2022-03-05T11:00:00Z,68,True,True,9024690,1646478000,0,214,False,False,False,True,True,,233,127,44,,12705647,233,233,21,wildcard,300722.0,44.0,29.0
28,Gameweek 28,2022-03-05T11:00:00Z,68,True,True,9024690,1646478000,0,214,False,False,False,True,True,,233,127,44,,12705647,233,233,21,3xc,51262.0,44.0,29.0
29,Gameweek 29,2022-03-12T11:00:00Z,72,True,True,1582027,1647082800,0,156,False,False,False,True,True,,233,22,224,,11296334,233,233,21,bboost,147057.0,224.0,19.0
29,Gameweek 29,2022-03-12T11:00:00Z,72,True,True,1582027,1647082800,0,156,False,False,False,True,True,,233,22,224,,11296334,233,233,21,freehit,156853.0,224.0,19.0
29,Gameweek 29,2022-03-12T11:00:00Z,72,True,True,1582027,1647082800,0,156,False,False,False,True,True,,233,22,224,,11296334,233,233,21,wildcard,212237.0,224.0,19.0
29,Gameweek 29,2022-03-12T11:00:00Z,72,True,True,1582027,1647082800,0,156,False,False,False,True,True,,233,22,224,,11296334,233,233,21,3xc,421523.0,224.0,19.0
30,Gameweek 30,2022-03-18T18:30:00Z,28,True,True,8948125,1647628200,0,106,False,False,False,True,True,,233,78,359,,15679493,233,359,21,bboost,10295.0,359.0,15.0
30,Gameweek 30,2022-03-18T18:30:00Z,28,True,True,8948125,1647628200,0,106,False,False,False,True,True,,233,78,359,,15679493,233,359,21,freehit,838206.0,359.0,15.0
30,Gameweek 30,2022-03-18T18:30:00Z,28,True,True,8948125,1647628200,0,106,False,False,False,True,True,,233,78,359,,15679493,233,359,21,wildcard,103866.0,359.0,15.0
30,Gameweek 30,2022-03-18T18:30:00Z,28,True,True,8948125,1647628200,0,106,False,False,False,True,True,,233,78,359,,15679493,233,359,21,3xc,11789.0,359.0,15.0
31,Gameweek 31,2022-04-02T10:00:00Z,43,True,True,2450661,1648893600,0,129,False,False,False,True,True,,233,700,180,,6472321,233,357,21,bboost,55086.0,180.0,17.0
31,Gameweek 31,2022-04-02T10:00:00Z,43,True,True,2450661,1648893600,0,129,False,False,False,True,True,,233,700,180,,6472321,233,357,21,freehit,31496.0,180.0,17.0
31,Gameweek 31,2022-04-02T10:00:00Z,43,True,True,2450661,1648893600,0,129,False,False,False,True,True,,233,700,180,,6472321,233,357,21,wildcard,113499.0,180.0,17.0
31,Gameweek 31,2022-04-02T10:00:00Z,43,True,True,2450661,1648893600,0,129,False,False,False,True,True,,233,700,180,,6472321,233,357,21,3xc,48795.0,180.0,17.0
32,Gameweek 32,2022-04-08T17:30:00Z,48,True,True,2536664,1649439000,0,142,False,False,False,True,True,,233,420,359,,5190403,233,233,21,bboost,46319.0,359.0,21.0
32,Gameweek 32,2022-04-08T17:30:00Z,48,True,True,2536664,1649439000,0,142,False,False,False,True,True,,233,420,359,,5190403,233,233,21,freehit,25500.0,359.0,21.0
32,Gameweek 32,2022-04-08T17:30:00Z,48,True,True,2536664,1649439000,0,142,False,False,False,True,True,,233,420,359,,5190403,233,233,21,wildcard,62546.0,359.0,21.0
32,Gameweek 32,2022-04-08T17:30:00Z,48,True,True,2536664,1649439000,0,142,False,False,False,True,True,,233,420,359,,5190403,233,233,21,3xc,13959.0,359.0,21.0
33,Gameweek 33,2022-04-16T10:00:00Z,61,True,True,5856227,1650103200,0,158,False,False,False,True,True,,233,212,697,,9395674,233,233,21,bboost,129961.0,697.0,20.0
33,Gameweek 33,2022-04-16T10:00:00Z,61,True,True,5856227,1650103200,0,158,False,False,False,True,True,,233,212,697,,9395674,233,233,21,freehit,190342.0,697.0,20.0
33,Gameweek 33,2022-04-16T10:00:00Z,61,True,True,5856227,1650103200,0,158,False,False,False,True,True,,233,212,697,,9395674,233,233,21,wildcard,100879.0,697.0,20.0
33,Gameweek 33,2022-04-16T10:00:00Z,61,True,True,5856227,1650103200,0,158,False,False,False,True,True,,233,212,697,,9395674,233,233,21,3xc,58689.0,697.0,20.0
34,Gameweek 34,2022-04-23T10:00:00Z,51,True,True,8668918,1650708000,0,143,False,False,False,True,True,,233,138,263,,7595714,233,233,21,bboost,80331.0,263.0,24.0
34,Gameweek 34,2022-04-23T10:00:00Z,51,True,True,8668918,1650708000,0,143,False,False,False,True,True,,233,138,263,,7595714,233,233,21,freehit,58596.0,263.0,24.0
34,Gameweek 34,2022-04-23T10:00:00Z,51,True,True,8668918,1650708000,0,143,False,False,False,True,True,,233,138,263,,7595714,233,233,21,wildcard,143606.0,263.0,24.0
34,Gameweek 34,2022-04-23T10:00:00Z,51,True,True,8668918,1650708000,0,143,False,False,False,True,True,,233,138,263,,7595714,233,233,21,3xc,71342.0,263.0,24.0
35,Gameweek 35,2022-04-30T10:00:00Z,44,True,True,405443,1651312800,0,129,False,False,False,True,True,,233,263,359,,6143352,233,233,21,bboost,66736.0,359.0,19.0
35,Gameweek 35,2022-04-30T10:00:00Z,44,True,True,405443,1651312800,0,129,False,False,False,True,True,,233,263,359,,6143352,233,233,21,freehit,36325.0,359.0,19.0
35,Gameweek 35,2022-04-30T10:00:00Z,44,True,True,405443,1651312800,0,129,False,False,False,True,True,,233,263,359,,6143352,233,233,21,wildcard,127267.0,359.0,19.0
35,Gameweek 35,2022-04-30T10:00:00Z,44,True,True,405443,1651312800,0,129,False,False,False,True,True,,233,263,359,,6143352,233,233,21,3xc,37782.0,359.0,19.0
36,Gameweek 36,2022-05-07T12:30:00Z,79,True,True,5598469,1651926600,0,225,False,False,False,True,True,,233,20,251,,9130198,233,233,21,bboost,850173.0,251.0,30.0
36,Gameweek 36,2022-05-07T12:30:00Z,79,True,True,5598469,1651926600,0,225,False,False,False,True,True,,233,20,251,,9130198,233,233,21,freehit,179970.0,251.0,30.0
36,Gameweek 36,2022-05-07T12:30:00Z,79,True,True,5598469,1651926600,0,225,False,False,False,True,True,,233,20,251,,9130198,233,233,21,wildcard,113772.0,251.0,30.0
36,Gameweek 36,2022-05-07T12:30:00Z,79,True,True,5598469,1651926600,0,225,False,False,False,True,True,,233,20,251,,9130198,233,233,21,3xc,369168.0,251.0,30.0
37,Gameweek 37,2022-05-15T09:30:00Z,43,True,True,6543240,1652607000,0,166,True,False,False,True,True,,233,359,212,,12404447,233,359,21,bboost,235300.0,212.0,25.0
37,Gameweek 37,2022-05-15T09:30:00Z,43,True,True,6543240,1652607000,0,166,True,False,False,True,True,,233,359,212,,12404447,233,359,21,freehit,396962.0,212.0,25.0
37,Gameweek 37,2022-05-15T09:30:00Z,43,True,True,6543240,1652607000,0,166,True,False,False,True,True,,233,359,212,,12404447,233,359,21,wildcard,139309.0,212.0,25.0
37,Gameweek 37,2022-05-15T09:30:00Z,43,True,True,6543240,1652607000,0,166,True,False,False,True,True,,233,359,212,,12404447,233,359,21,3xc,177851.0,212.0,25.0
38,Gameweek 38,2022-05-22T13:30:00Z,50,True,True,797216,1653226200,0,135,False,True,False,True,True,,256,359,701,,8851595,233,359,21,bboost,346490.0,701.0,16.0
38,Gameweek 38,2022-05-22T13:30:00Z,50,True,True,797216,1653226200,0,135,False,True,False,True,True,,256,359,701,,8851595,233,359,21,freehit,228651.0,701.0,16.0
38,Gameweek 38,2022-05-22T13:30:00Z,50,True,True,797216,1653226200,0,135,False,True,False,True,True,,256,359,701,,8851595,233,359,21,wildcard,131714.0,701.0,16.0
38,Gameweek 38,2022-05-22T13:30:00Z,50,True,True,797216,1653226200,0,135,False,True,False,True,True,,256,359,701,,8851595,233,359,21,3xc,259017.0,701.0,16.0
