id,name,deadline_time,average_entry_score,finished,data_checked,highest_scoring_entry,deadline_time_epoch,deadline_time_game_offset,highest_score,is_previous,is_current,is_next,cup_leagues_created,h2h_ko_matches_created,chip_plays,most_selected,most_transferred_in,top_element,top_element_info,transfers_made,most_captained,most_vice_captained,season_start_year,chip_name,num_played,top_element_info.id,top_element_info.points
1,Gameweek 1,2022-08-05T17:30:00Z,57,True,True,7309963,1659720600,0,119,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 170273}, {'chip_name': '3xc', 'num_played': 348557}]",28,105,366,"{'id': 366, 'points': 15}",0,283,318,22,,,,
2,Gameweek 2,2022-08-13T10:00:00Z,57,True,True,3977474,1660384800,0,139,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 136909}, {'chip_name': 'freehit', 'num_played': 116234}, {'chip_name': 'wildcard', 'num_played': 280387}, {'chip_name': '3xc', 'num_played': 425115}]",28,318,28,"{'id': 28, 'points': 19}",12847501,318,283,22,,,,
3,Gameweek 3,2022-08-20T10:00:00Z,48,True,True,9105261,1660989600,0,118,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 118152}, {'chip_name': 'freehit', 'num_played': 150737}, {'chip_name': 'wildcard', 'num_played': 492170}, {'chip_name': '3xc', 'num_played': 309279}]",28,19,7,"{'id': 7, 'points': 16}",20175060,28,318,22,,,,
4,Gameweek 4,2022-08-27T10:00:00Z,62,True,True,9406675,1661594400,0,149,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 145393}, {'chip_name': 'freehit', 'num_played': 112828}, {'chip_name': 'wildcard', 'num_played': 380916}, {'chip_name': '3xc', 'num_played': 277947}]",28,225,279,"{'id': 279, 'points': 22}",16105042,283,28,22,,,,
5,Gameweek 5,2022-08-30T17:00:00Z,62,True,True,2109803,1661878800,0,124,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 92307}, {'chip_name': 'freehit', 'num_played': 111429}, {'chip_name': 'wildcard', 'num_played': 330787}, {'chip_name': '3xc', 'num_played': 244159}]",28,104,318,"{'id': 318, 'points': 17}",14741619,318,28,22,,,,
6,Gameweek 6,2022-09-03T10:00:00Z,45,True,True,2896012,1662199200,0,118,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 110023}, {'chip_name': 'freehit', 'num_played': 126955}, {'chip_name': 'wildcard', 'num_played': 410070}, {'chip_name': '3xc', 'num_played': 213257}]",28,104,335,"{'id': 335, 'points': 18}",17124386,318,283,22,,,,
7,Gameweek 7,2022-09-10T10:00:00Z,0,True,True,1,1662804000,0,0,False,False,False,False,False,[],318,335,502,"{'id': 502, 'points': 0}",12077352,318,283,22,,,,
8,Gameweek 8,2022-09-16T17:30:00Z,50,True,True,9087051,1663349400,0,123,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 23061}, {'chip_name': 'freehit', 'num_played': 524028}, {'chip_name': 'wildcard', 'num_played': 660123}, {'chip_name': '3xc', 'num_played': 46947}]",318,357,428,"{'id': 428, 'points': 19}",16564094,318,28,22,,,,
9,Gameweek 9,2022-10-01T10:00:00Z,68,True,True,9659827,1664618400,0,157,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 88321}, {'chip_name': 'freehit', 'num_played': 72334}, {'chip_name': 'wildcard', 'num_played': 365027}, {'chip_name': '3xc', 'num_played': 79411}]",318,261,318,"{'id': 318, 'points': 23}",12472016,318,28,22,,,,
10,Gameweek 10,2022-10-08T12:30:00Z,58,True,True,10494390,1665232200,0,121,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 84459}, {'chip_name': 'freehit', 'num_played': 82062}, {'chip_name': 'wildcard', 'num_played': 313803}, {'chip_name': '3xc', 'num_played': 369992}]",318,111,306,"{'id': 306, 'points': 18}",14157431,318,28,22,,,,
11,Gameweek 11,2022-10-14T17:30:00Z,46,True,True,5733603,1665768600,0,116,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 71539}, {'chip_name': 'freehit', 'num_played': 74493}, {'chip_name': 'wildcard', 'num_played': 207580}, {'chip_name': '3xc', 'num_played': 70808}]",318,314,142,"{'id': 142, 'points': 15}",11588004,318,28,22,,,,
12,Gameweek 12,2022-10-18T17:00:00Z,39,True,True,10697314,1666112400,0,107,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 29390}, {'chip_name': 'freehit', 'num_played': 1063311}, {'chip_name': 'wildcard', 'num_played': 260182}, {'chip_name': '3xc', 'num_played': 31121}]",318,283,281,"{'id': 281, 'points': 15}",21653375,318,28,22,,,,
13,Gameweek 13,2022-10-22T10:00:00Z,51,True,True,10561436,1666432800,0,130,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 79814}, {'chip_name': 'freehit', 'num_played': 34780}, {'chip_name': 'wildcard', 'num_played': 177320}, {'chip_name': '3xc', 'num_played': 95661}]",318,314,461,"{'id': 461, 'points': 15}",9252252,318,28,22,,,,
14,Gameweek 14,2022-10-29T10:00:00Z,59,True,True,10449657,1667037600,0,134,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 129184}, {'chip_name': 'freehit', 'num_played': 36581}, {'chip_name': 'wildcard', 'num_played': 100238}, {'chip_name': '3xc', 'num_played': 61414}]",318,369,23,"{'id': 23, 'points': 19}",9082241,318,28,22,,,,
15,Gameweek 15,2022-11-05T13:30:00Z,53,True,True,2166404,1667655000,0,123,False,False,False,False,False,"[{'chip_name': 'bboost', 'num_played': 83164}, {'chip_name': 'freehit', 'num_played': 61596}, {'chip_name': 'wildcard', 'num_played': 150759}, {'chip_name': '3xc', 'num_played': 44333}]",318,356,535,"{'id': 535, 'points': 16}",11671281,318,301,22,,,,
16,Gameweek 16,2022-11-12T11:00:00Z,43,True,True,2820021,1668250800,0,117,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 125285}, {'chip_name': 'freehit', 'num_played': 46486}, {'chip_name': 'wildcard', 'num_played': 235858}, {'chip_name': '3xc', 'num_played': 136801}]",318,369,7,"{'id': 7, 'points': 16}",9409100,318,301,22,,,,
17,Gameweek 17,2022-12-26T11:00:00Z,72,True,True,2694610,1672052400,0,143,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 100167}, {'chip_name': 'freehit', 'num_played': 24058}, {'chip_name': '3xc', 'num_played': 67006}]",318,80,210,"{'id': 210, 'points': 15}",34847087,318,301,22,,,,
18,Gameweek 18,2022-12-30T18:15:00Z,48,True,True,10959181,1672424100,0,107,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 49691}, {'chip_name': 'freehit', 'num_played': 19371}, {'chip_name': 'wildcard', 'num_played': 143255}, {'chip_name': '3xc', 'num_played': 75608}]",318,210,7,"{'id': 7, 'points': 13}",7006320,318,283,22,,,,
19,Gameweek 19,2023-01-02T16:00:00Z,49,True,True,10998614,1672675200,0,132,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 77456}, {'chip_name': 'freehit', 'num_played': 37717}, {'chip_name': 'wildcard', 'num_played': 136828}, {'chip_name': '3xc', 'num_played': 31551}]",318,210,427,"{'id': 427, 'points': 16}",7420814,318,283,22,,,,
20,Gameweek 20,2023-01-13T18:30:00Z,59,True,True,11062605,1673634600,0,145,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 125598}, {'chip_name': 'freehit', 'num_played': 86258}, {'chip_name': 'wildcard', 'num_played': 265536}, {'chip_name': '3xc', 'num_played': 520778}]",318,332,107,"{'id': 107, 'points': 19}",11748364,318,301,22,,,,
21,Gameweek 21,2023-01-21T11:00:00Z,65,True,True,8435909,1674298800,0,136,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 73706}, {'chip_name': 'freehit', 'num_played': 27337}, {'chip_name': 'wildcard', 'num_played': 220269}, {'chip_name': '3xc', 'num_played': 54210}]",318,80,318,"{'id': 318, 'points': 17}",8746820,318,427,22,,,,
22,Gameweek 22,2023-02-03T18:30:00Z,48,True,True,84826,1675449000,0,144,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 147380}, {'chip_name': 'freehit', 'num_played': 51386}, {'chip_name': 'wildcard', 'num_played': 354898}, {'chip_name': '3xc', 'num_played': 621018}]",318,333,335,"{'id': 335, 'points': 20}",12790678,318,318,22,,,,
23,Gameweek 23,2023-02-11T11:00:00Z,66,True,True,266515,1676113200,0,137,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 156132}, {'chip_name': 'freehit', 'num_played': 37878}, {'chip_name': 'wildcard', 'num_played': 184748}, {'chip_name': '3xc', 'num_played': 387013}]",318,13,13,"{'id': 13, 'points': 15}",8208178,318,301,22,,,,
24,Gameweek 24,2023-02-18T11:00:00Z,44,True,True,1329777,1676718000,0,114,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 83977}, {'chip_name': 'freehit', 'num_played': 16497}, {'chip_name': 'wildcard', 'num_played': 91597}, {'chip_name': '3xc', 'num_played': 53435}]",318,690,178,"{'id': 178, 'points': 15}",5906971,318,335,22,,,,
25,Gameweek 25,2023-02-24T18:30:00Z,74,True,True,8854079,1677263400,0,181,False,False,False,False,True,"[{'chip_name': 'bboost', 'num_played': 17935}, {'chip_name': 'freehit', 'num_played': 640760}, {'chip_name': 'wildcard', 'num_played': 384397}, {'chip_name': '3xc', 'num_played': 122560}]",318,283,19,"{'id': 19, 'points': 26}",19102765,318,318,22,,,,
26,Gameweek 26,2023-03-04T11:00:00Z,43,True,True,195602,1677927600,0,133,False,False,False,False,True,"[{'chip_name': 'bboost', 'num_played': 50274}, {'chip_name': 'freehit', 'num_played': 18291}, {'chip_name': 'wildcard', 'num_played': 385521}, {'chip_name': '3xc', 'num_played': 25434}]",318,80,283,"{'id': 283, 'points': 21}",9886590,318,318,22,,,,
27,Gameweek 27,2023-03-11T11:00:00Z,63,True,True,348315,1678532400,0,145,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 170819}, {'chip_name': 'freehit', 'num_played': 36906}, {'chip_name': 'wildcard', 'num_played': 219507}, {'chip_name': '3xc', 'num_played': 70690}]",318,80,111,"{'id': 111, 'points': 15}",9245882,318,318,22,,,,
28,Gameweek 28,2023-03-17T18:30:00Z,33,True,True,9278572,1679077800,0,116,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 10826}, {'chip_name': 'freehit', 'num_played': 351259}, {'chip_name': 'wildcard', 'num_played': 265100}, {'chip_name': '3xc', 'num_played': 13541}]",318,139,13,"{'id': 13, 'points': 18}",12425751,318,427,22,,,,
29,Gameweek 29,2023-04-01T10:00:00Z,80,True,True,7385192,1680343200,0,173,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 1098572}, {'chip_name': 'freehit', 'num_played': 98185}, {'chip_name': 'wildcard', 'num_played': 213751}, {'chip_name': '3xc', 'num_played': 96250}]",318,333,356,"{'id': 356, 'points': 19}",10235681,318,318,22,,,,
30,Gameweek 30,2023-04-08T10:00:00Z,54,True,True,602329,1680948000,0,112,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 46175}, {'chip_name': 'freehit', 'num_played': 15467}, {'chip_name': 'wildcard', 'num_played': 93376}, {'chip_name': '3xc', 'num_played': 27640}]",318,318,159,"{'id': 159, 'points': 14}",6552257,318,335,22,,,,
31,Gameweek 31,2023-04-15T10:00:00Z,55,True,True,6097158,1681552800,0,132,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 38298}, {'chip_name': 'freehit', 'num_played': 17542}, {'chip_name': 'wildcard', 'num_played': 92689}, {'chip_name': '3xc', 'num_played': 59159}]",318,305,169,"{'id': 169, 'points': 16}",7432142,318,427,22,,,,
32,Gameweek 32,2023-04-21T17:30:00Z,42,True,True,11367172,1682098200,0,115,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 9705}, {'chip_name': 'freehit', 'num_played': 426580}, {'chip_name': 'wildcard', 'num_played': 138625}, {'chip_name': '3xc', 'num_played': 22409}]",318,169,365,"{'id': 365, 'points': 13}",13224881,318,427,22,,,,
33,Gameweek 33,2023-04-25T17:00:00Z,55,True,True,10758293,1682442000,0,138,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 47883}, {'chip_name': 'freehit', 'num_played': 11456}, {'chip_name': 'wildcard', 'num_played': 175079}, {'chip_name': '3xc', 'num_played': 15406}]",318,318,301,"{'id': 301, 'points': 19}",6360867,318,283,22,,,,
34,Gameweek 34,2023-04-29T10:00:00Z,82,True,True,4772566,1682762400,0,175,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 315240}, {'chip_name': 'freehit', 'num_played': 168347}, {'chip_name': 'wildcard', 'num_played': 182268}, {'chip_name': '3xc', 'num_played': 790328}]",318,335,283,"{'id': 283, 'points': 18}",10569759,318,283,22,,,,
35,Gameweek 35,2023-05-06T12:30:00Z,39,True,True,1351287,1683376200,0,107,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 68036}, {'chip_name': 'freehit', 'num_played': 21083}, {'chip_name': 'wildcard', 'num_played': 83861}, {'chip_name': '3xc', 'num_played': 75387}]",318,356,534,"{'id': 534, 'points': 21}",6017147,318,283,22,,,,
36,Gameweek 36,2023-05-13T10:00:00Z,65,True,True,6134133,1683972000,0,180,False,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 154170}, {'chip_name': 'freehit', 'num_played': 38771}, {'chip_name': 'wildcard', 'num_played': 93605}, {'chip_name': '3xc', 'num_played': 75740}]",318,356,356,"{'id': 356, 'points': 24}",7028544,318,283,22,,,,
37,Gameweek 37,2023-05-20T10:00:00Z,52,True,True,5775901,1684576800,0,128,True,False,False,True,True,"[{'chip_name': 'bboost', 'num_played': 292434}, {'chip_name': 'freehit', 'num_played': 137885}, {'chip_name': 'wildcard', 'num_played': 186765}, {'chip_name': '3xc', 'num_played': 395777}]",318,300,324,"{'id': 324, 'points': 16}",9940140,318,283,22,,,,
38,Gameweek 38,2023-05-28T14:00:00Z,40,True,True,11438980,1685282400,0,121,False,True,False,True,True,"[{'chip_name': 'bboost', 'num_played': 358387}, {'chip_name': 'freehit', 'num_played': 110647}, {'chip_name': 'wildcard', 'num_played': 141501}, {'chip_name': '3xc', 'num_played': 172659}]",318,169,427,"{'id': 427, 'points': 16}",8204230,318,318,22,,,,
1,Gameweek 1,2019-08-09T18:00:00Z,65,True,False,3493085,1565373600,0,142,False,False,False,,,,183,1,214,,0,191,189,19,bboost,128770.0,214.0,20.0
1,Gameweek 1,2019-08-09T18:00:00Z,65,True,False,3493085,1565373600,0,142,False,False,False,,,,183,1,214,,0,191,189,19,3xc,271367.0,214.0,20.0
2,Gameweek 2,2019-08-17T10:30:00Z,41,True,False,6106693,1566037800,0,119,False,False,False,,,,183,235,278,,9998839,191,214,19,bboost,114585.0,278.0,17.0
2,Gameweek 2,2019-08-17T10:30:00Z,41,True,False,6106693,1566037800,0,119,False,False,False,,,,183,235,278,,9998839,191,214,19,freehit,89437.0,278.0,17.0
2,Gameweek 2,2019-08-17T10:30:00Z,41,True,False,6106693,1566037800,0,119,False,False,False,,,,183,235,278,,9998839,191,214,19,wildcard,263066.0,278.0,17.0
2,Gameweek 2,2019-08-17T10:30:00Z,41,True,False,6106693,1566037800,0,119,False,False,False,,,,183,235,278,,9998839,191,214,19,3xc,216711.0,278.0,17.0
3,Gameweek 3,2019-08-23T18:00:00Z,44,True,False,5087809,1566583200,0,107,False,False,False,,,,183,278,191,,13387638,214,191,19,bboost,79958.0,191.0,15.0
3,Gameweek 3,2019-08-23T18:00:00Z,44,True,False,5087809,1566583200,0,107,False,False,False,,,,183,278,191,,13387638,214,191,19,freehit,104304.0,191.0,15.0
3,Gameweek 3,2019-08-23T18:00:00Z,44,True,False,5087809,1566583200,0,107,False,False,False,,,,183,278,191,,13387638,214,191,19,wildcard,414347.0,191.0,15.0
3,Gameweek 3,2019-08-23T18:00:00Z,44,True,False,5087809,1566583200,0,107,False,False,False,,,,183,278,191,,13387638,214,191,19,3xc,166101.0,191.0,15.0
4,Gameweek 4,2019-08-31T10:30:00Z,57,True,False,6372519,1567247400,0,136,False,False,False,,,,183,278,166,,13215999,214,191,19,bboost,72741.0,166.0,16.0
4,Gameweek 4,2019-08-31T10:30:00Z,57,True,False,6372519,1567247400,0,136,False,False,False,,,,183,278,166,,13215999,214,191,19,freehit,108397.0,166.0,16.0
4,Gameweek 4,2019-08-31T10:30:00Z,57,True,False,6372519,1567247400,0,136,False,False,False,,,,183,278,166,,13215999,214,191,19,wildcard,429973.0,166.0,16.0
4,Gameweek 4,2019-08-31T10:30:00Z,57,True,False,6372519,1567247400,0,136,False,False,False,,,,183,278,166,,13215999,214,191,19,3xc,198605.0,166.0,16.0
5,Gameweek 5,2019-09-14T10:30:00Z,52,True,False,6223449,1568457000,0,128,False,False,False,,,,183,243,342,,12363678,191,214,19,bboost,58835.0,342.0,16.0
5,Gameweek 5,2019-09-14T10:30:00Z,52,True,False,6223449,1568457000,0,128,False,False,False,,,,183,243,342,,12363678,191,214,19,freehit,97679.0,342.0,16.0
5,Gameweek 5,2019-09-14T10:30:00Z,52,True,False,6223449,1568457000,0,128,False,False,False,,,,183,243,342,,12363678,191,214,19,wildcard,410196.0,342.0,16.0
5,Gameweek 5,2019-09-14T10:30:00Z,52,True,False,6223449,1568457000,0,128,False,False,False,,,,183,243,342,,12363678,191,214,19,3xc,186316.0,342.0,16.0
6,Gameweek 6,2019-09-20T18:00:00Z,52,True,False,3423365,1569002400,0,141,False,False,False,,,,183,460,218,,7987314,214,191,19,bboost,47670.0,218.0,19.0
6,Gameweek 6,2019-09-20T18:00:00Z,52,True,False,3423365,1569002400,0,141,False,False,False,,,,183,460,218,,7987314,214,191,19,freehit,66453.0,218.0,19.0
6,Gameweek 6,2019-09-20T18:00:00Z,52,True,False,3423365,1569002400,0,141,False,False,False,,,,183,460,218,,7987314,214,191,19,wildcard,219869.0,218.0,19.0
6,Gameweek 6,2019-09-20T18:00:00Z,52,True,False,3423365,1569002400,0,141,False,False,False,,,,183,460,218,,7987314,214,191,19,3xc,101101.0,218.0,19.0
7,Gameweek 7,2019-09-28T10:30:00Z,51,True,False,6758371,1569666600,0,118,False,False,False,,,,183,460,401,,9336557,191,215,19,bboost,65678.0,401.0,15.0
7,Gameweek 7,2019-09-28T10:30:00Z,51,True,False,6758371,1569666600,0,118,False,False,False,,,,183,460,401,,9336557,191,215,19,freehit,70455.0,401.0,15.0
7,Gameweek 7,2019-09-28T10:30:00Z,51,True,False,6758371,1569666600,0,118,False,False,False,,,,183,460,401,,9336557,191,215,19,wildcard,225098.0,401.0,15.0
7,Gameweek 7,2019-09-28T10:30:00Z,51,True,False,6758371,1569666600,0,118,False,False,False,,,,183,460,401,,9336557,191,215,19,3xc,94246.0,401.0,15.0
8,Gameweek 8,2019-10-05T10:30:00Z,36,True,False,6815331,1570271400,0,100,False,False,False,,,,183,217,417,,7457686,214,191,19,bboost,54626.0,417.0,16.0
8,Gameweek 8,2019-10-05T10:30:00Z,36,True,False,6815331,1570271400,0,100,False,False,False,,,,183,217,417,,7457686,214,191,19,freehit,80423.0,417.0,16.0
8,Gameweek 8,2019-10-05T10:30:00Z,36,True,False,6815331,1570271400,0,100,False,False,False,,,,183,217,417,,7457686,214,191,19,wildcard,123551.0,417.0,16.0
8,Gameweek 8,2019-10-05T10:30:00Z,36,True,False,6815331,1570271400,0,100,False,False,False,,,,183,217,417,,7457686,214,191,19,3xc,67069.0,417.0,16.0
9,Gameweek 9,2019-10-19T10:30:00Z,37,True,False,2389132,1571481000,0,98,False,False,False,,,,183,192,103,,8197899,210,214,19,bboost,57241.0,103.0,14.0
9,Gameweek 9,2019-10-19T10:30:00Z,37,True,False,2389132,1571481000,0,98,False,False,False,,,,183,192,103,,8197899,210,214,19,freehit,63751.0,103.0,14.0
9,Gameweek 9,2019-10-19T10:30:00Z,37,True,False,2389132,1571481000,0,98,False,False,False,,,,183,192,103,,8197899,210,214,19,wildcard,187805.0,103.0,14.0
9,Gameweek 9,2019-10-19T10:30:00Z,37,True,False,2389132,1571481000,0,98,False,False,False,,,,183,192,103,,8197899,210,214,19,3xc,60602.0,103.0,14.0
10,Gameweek 10,2019-10-25T18:00:00Z,49,True,False,4918403,1572026400,0,138,False,False,False,,,,183,215,265,,5154940,214,214,19,bboost,40195.0,265.0,20.0
10,Gameweek 10,2019-10-25T18:00:00Z,49,True,False,4918403,1572026400,0,138,False,False,False,,,,183,215,265,,5154940,214,214,19,freehit,34327.0,265.0,20.0
10,Gameweek 10,2019-10-25T18:00:00Z,49,True,False,4918403,1572026400,0,138,False,False,False,,,,183,215,265,,5154940,214,214,19,wildcard,79941.0,265.0,20.0
10,Gameweek 10,2019-10-25T18:00:00Z,49,True,False,4918403,1572026400,0,138,False,False,False,,,,183,215,265,,5154940,214,214,19,3xc,48433.0,265.0,20.0
11,Gameweek 11,2019-11-02T11:30:00Z,53,True,False,6812520,1572694200,0,134,False,False,False,,,,460,166,297,,7319811,214,215,19,bboost,58131.0,297.0,21.0
11,Gameweek 11,2019-11-02T11:30:00Z,53,True,False,6812520,1572694200,0,134,False,False,False,,,,460,166,297,,7319811,214,215,19,freehit,50357.0,297.0,21.0
11,Gameweek 11,2019-11-02T11:30:00Z,53,True,False,6812520,1572694200,0,134,False,False,False,,,,460,166,297,,7319811,214,215,19,wildcard,112730.0,297.0,21.0
11,Gameweek 11,2019-11-02T11:30:00Z,53,True,False,6812520,1572694200,0,134,False,False,False,,,,460,166,297,,7319811,214,215,19,3xc,126194.0,297.0,21.0
12,Gameweek 12,2019-11-08T19:00:00Z,48,True,False,7014679,1573239600,0,119,False,False,False,,,,460,431,84,,6661058,460,192,19,bboost,50200.0,84.0,12.0
12,Gameweek 12,2019-11-08T19:00:00Z,48,True,False,7014679,1573239600,0,119,False,False,False,,,,460,431,84,,6661058,460,192,19,freehit,76548.0,84.0,12.0
12,Gameweek 12,2019-11-08T19:00:00Z,48,True,False,7014679,1573239600,0,119,False,False,False,,,,460,431,84,,6661058,460,192,19,wildcard,92282.0,84.0,12.0
12,Gameweek 12,2019-11-08T19:00:00Z,48,True,False,7014679,1573239600,0,119,False,False,False,,,,460,431,84,,6661058,460,192,19,3xc,33711.0,84.0,12.0
13,Gameweek 13,2019-11-23T11:30:00Z,49,True,False,1305610,1574508600,0,124,False,False,False,,,,460,166,84,,8018067,166,192,19,bboost,41581.0,84.0,17.0
13,Gameweek 13,2019-11-23T11:30:00Z,49,True,False,1305610,1574508600,0,124,False,False,False,,,,460,166,84,,8018067,166,192,19,freehit,73811.0,84.0,17.0
13,Gameweek 13,2019-11-23T11:30:00Z,49,True,False,1305610,1574508600,0,124,False,False,False,,,,460,166,84,,8018067,166,192,19,wildcard,141943.0,84.0,17.0
13,Gameweek 13,2019-11-23T11:30:00Z,49,True,False,1305610,1574508600,0,124,False,False,False,,,,460,166,84,,8018067,166,192,19,3xc,60669.0,84.0,17.0
14,Gameweek 14,2019-11-30T11:30:00Z,51,True,False,3214667,1575113400,0,124,False,False,False,,,,297,409,183,,6995827,166,192,19,bboost,43934.0,183.0,17.0
14,Gameweek 14,2019-11-30T11:30:00Z,51,True,False,3214667,1575113400,0,124,False,False,False,,,,297,409,183,,6995827,166,192,19,freehit,58376.0,183.0,17.0
14,Gameweek 14,2019-11-30T11:30:00Z,51,True,False,3214667,1575113400,0,124,False,False,False,,,,297,409,183,,6995827,166,192,19,wildcard,107335.0,183.0,17.0
14,Gameweek 14,2019-11-30T11:30:00Z,51,True,False,3214667,1575113400,0,124,False,False,False,,,,297,409,183,,6995827,166,192,19,3xc,85856.0,183.0,17.0
15,Gameweek 15,2019-12-03T18:30:00Z,49,True,True,4812285,1575397800,0,117,False,False,False,,,,166,70,192,,4393166,166,192,19,bboost,60471.0,192.0,15.0
15,Gameweek 15,2019-12-03T18:30:00Z,49,True,True,4812285,1575397800,0,117,False,False,False,,,,166,70,192,,4393166,166,192,19,freehit,29791.0,192.0,15.0
15,Gameweek 15,2019-12-03T18:30:00Z,49,True,True,4812285,1575397800,0,117,False,False,False,,,,166,70,192,,4393166,166,192,19,wildcard,50012.0,192.0,15.0
15,Gameweek 15,2019-12-03T18:30:00Z,49,True,True,4812285,1575397800,0,117,False,False,False,,,,166,70,192,,4393166,166,192,19,3xc,96456.0,192.0,15.0
16,Gameweek 16,2019-12-07T11:30:00Z,54,True,True,932535,1575718200,0,127,False,False,False,,,,166,344,338,,5239833,166,192,19,bboost,70638.0,338.0,16.0
16,Gameweek 16,2019-12-07T11:30:00Z,54,True,True,932535,1575718200,0,127,False,False,False,,,,166,344,338,,5239833,166,192,19,freehit,30670.0,338.0,16.0
16,Gameweek 16,2019-12-07T11:30:00Z,54,True,True,932535,1575718200,0,127,False,False,False,,,,166,344,338,,5239833,166,192,19,wildcard,57853.0,338.0,16.0
16,Gameweek 16,2019-12-07T11:30:00Z,54,True,True,932535,1575718200,0,127,False,False,False,,,,166,344,338,,5239833,166,192,19,3xc,45872.0,338.0,16.0
17,Gameweek 17,2019-12-14T11:30:00Z,56,True,True,2261247,1576323000,0,131,False,False,False,,,,166,233,215,,6301130,166,192,19,bboost,83986.0,215.0,19.0
17,Gameweek 17,2019-12-14T11:30:00Z,56,True,True,2261247,1576323000,0,131,False,False,False,,,,166,233,215,,6301130,166,192,19,freehit,43283.0,215.0,19.0
17,Gameweek 17,2019-12-14T11:30:00Z,56,True,True,2261247,1576323000,0,131,False,False,False,,,,166,233,215,,6301130,166,192,19,wildcard,82312.0,215.0,19.0
17,Gameweek 17,2019-12-14T11:30:00Z,56,True,True,2261247,1576323000,0,131,False,False,False,,,,166,233,215,,6301130,166,192,19,3xc,161733.0,215.0,19.0
18,Gameweek 18,2019-12-21T11:30:00Z,38,True,True,2365688,1576927800,0,100,False,False,False,,,,166,215,113,,7276371,166,166,19,bboost,31116.0,113.0,16.0
18,Gameweek 18,2019-12-21T11:30:00Z,38,True,True,2365688,1576927800,0,100,False,False,False,,,,166,215,113,,7276371,166,166,19,freehit,203823.0,113.0,16.0
18,Gameweek 18,2019-12-21T11:30:00Z,38,True,True,2365688,1576927800,0,100,False,False,False,,,,166,215,113,,7276371,166,166,19,wildcard,93644.0,113.0,16.0
18,Gameweek 18,2019-12-21T11:30:00Z,38,True,True,2365688,1576927800,0,100,False,False,False,,,,166,215,113,,7276371,166,166,19,3xc,25796.0,113.0,16.0
19,Gameweek 19,2019-12-26T11:30:00Z,49,True,True,7224850,1577359800,0,124,False,False,False,,,,166,215,182,,5352893,166,215,19,bboost,60633.0,182.0,24.0
19,Gameweek 19,2019-12-26T11:30:00Z,49,True,True,7224850,1577359800,0,124,False,False,False,,,,166,215,182,,5352893,166,215,19,freehit,39223.0,182.0,24.0
19,Gameweek 19,2019-12-26T11:30:00Z,49,True,True,7224850,1577359800,0,124,False,False,False,,,,166,215,182,,5352893,166,215,19,wildcard,87255.0,182.0,24.0
19,Gameweek 19,2019-12-26T11:30:00Z,49,True,True,7224850,1577359800,0,124,False,False,False,,,,166,215,182,,5352893,166,215,19,3xc,40904.0,182.0,24.0
20,Gameweek 20,2019-12-28T11:30:00Z,54,True,True,5086767,1577532600,0,108,False,False,False,,,,166,182,215,,4408900,166,215,19,bboost,38112.0,215.0,14.0
20,Gameweek 20,2019-12-28T11:30:00Z,54,True,True,5086767,1577532600,0,108,False,False,False,,,,166,182,215,,4408900,166,215,19,freehit,31545.0,215.0,14.0
20,Gameweek 20,2019-12-28T11:30:00Z,54,True,True,5086767,1577532600,0,108,False,False,False,,,,166,182,215,,4408900,166,215,19,wildcard,80145.0,215.0,14.0
20,Gameweek 20,2019-12-28T11:30:00Z,54,True,True,5086767,1577532600,0,108,False,False,False,,,,166,182,215,,4408900,166,215,19,3xc,35163.0,215.0,14.0
